cluster_id,market_count,avg_priority_score,avg_absorption_dimension,avg_supply_pressure,avg_demand_tailwind,avg_affordability_fit,avg_forecast_absorption,avg_months_of_supply,cluster_name
3,13,0.5287558969606595,0.4941975779021894,0.7815568366437928,0.6308714506015642,0.19896439850599995,38.97463986570916,6.614547873207527,High priority launch markets
2,121,0.4495057963325583,0.20073643607305683,0.7002819392466512,0.31917993614334117,0.7754311029077137,4.854581714221674,22.999941610341857,Strong absorption / selective expansion
1,82,0.41343168578167827,0.24653837922751481,0.7375696642268808,0.4844654893080368,0.2130633120697764,7.529095731339866,14.7230892043762,Emerging markets to monitor
0,102,0.3442311977616196,0.18002139230342137,0.6522238504958239,0.23180527679482332,0.2733876589135595,3.7381411926335115,39.28195299448881,Lower priority watchlist markets
