market_tier,market_count,avg_market_priority_score,avg_absorption_rate,avg_absorption_velocity,avg_months_of_supply
Tier 1,31,0.4534122927956304,14.035080095207366,0.5376806439475278,8.602607245629246
Tier 2,64,0.37323365173135975,7.023646999209472,-0.1511102154704424,15.876991282116178
Watchlist,223,0.30783083784631005,4.536121170514571,-0.5894278648727469,30.494288388922993
